YEAR,PLAYER,SALARY
2013,Tiago Splitter,"$3,944,000"
2013,Thabo Sefolosha,"$3,900,000"
2013,Tristan Thompson,"$3,894,240"
2013,DeMarcus Cousins,"$3,880,800"
2013,Cody Zeller,"$3,857,040"
2013,Joel Anthony,"$3,800,000"
2013,Ricky Rubio,"$3,741,120"
2013,Dion Waiters,"$3,726,600"
2013,Matt Bonner,"$3,630,000"
2013,Jordan Hill,"$3,563,600"
2013,Ekpe Udoh,"$3,524,880"
2013,Danny Green,"$3,500,000"
2013,D.J. Augustin,"$3,500,000"
2013,Chris Duhon,"$3,500,000"
2013,Johan Petro,"$3,500,000"
2013,Raymond Felton,"$3,480,453"
2013,Raja Bell,"$3,480,000"
2013,Jonas Valanciunas,"$3,374,640"
2013,Thomas Robinson,"$3,374,640"
2013,DeMar DeRozan,"$3,344,250"
2013,Jan Vesely,"$3,340,920"
2013,Tony Allen,"$3,300,000"
2013,Shane Battier,"$3,270,000"
2013,Matt Barnes,"$3,250,000"
2013,Will Bynum,"$3,250,000"
2013,Corey Brewer,"$3,243,000"
2013,Ray Allen,"$3,229,050"
2013,Greg Monroe,"$3,217,680"
2013,Mike Dunleavy,"$3,183,000"
2013,Brandon Jennings,"$3,179,493"
2013,Timofey Mozgov,"$3,140,429"
2013,Shawne Williams,"$3,135,000"
2013,Vince Carter,"$3,090,000"
2013,Jason Kidd,"$3,090,000"
2013,Mirza Teletovic,"$3,090,000"
2013,Damian Lillard,"$3,065,040"
2013,Tyler Hansbrough,"$3,055,259"
2013,Bismack Biyombo,"$3,049,920"
2013,Joel Freeland,"$3,013,512"
2013,Darrell Arthur,"$3,006,217"
2013,Kosta Koufos,"$3,000,000"
2013,Jerryd Bayless,"$3,000,000"
2013,Lavoy Allen,"$3,000,000"
2013,Austin Daye,"$2,958,077"
2013,Al-Farouq Aminu,"$2,947,800"
2013,Alexey Shved,"$2,934,610"
2013,Dahntay Jones,"$2,900,000"
2013,Julian Wright,"$2,858,057"
2013,Mark Madsen,"$2,840,000"
2013,Kwame Brown,"$2,819,044"
2013,James Johnson,"$2,812,006"
2013,J.R. Smith,"$2,806,452"
2013,Harrison Barnes,"$2,798,040"
2013,Kevin Seraphin,"$2,761,114"
2013,Eduardo Najera,"$2,750,000"
2013,Gordon Hayward,"$2,709,720"
2013,David Andersen,"$2,685,185"
2013,Brandon Knight,"$2,678,640"
2013,Jrue Holiday,"$2,674,852"
2013,Josh McRoberts,"$2,652,000"
2013,Quentin Richardson,"$2,627,400"
2013,Eric Bledsoe,"$2,626,473"
2013,Nick Collison,"$2,585,668"
2013,Greg Stiemsma,"$2,575,000"
2013,Aaron Gray,"$2,575,000"
2013,Paul George,"$2,574,120"
2013,Kemba Walker,"$2,568,360"
2013,Terrence Ross,"$2,563,320"
2013,Ty Lawson,"$2,544,529"
2013,Jason Smith,"$2,500,000"
2013,Randy Foye,"$2,500,000"
2013,Cole Aldrich,"$2,445,480"
2013,Jeff Teague,"$2,433,077"
2013,Ricky Davis,"$2,400,000"
2013,Aaron Brooks,"$2,400,000"
2013,Andre Drummond,"$2,356,320"
2013,Trevor Booker,"$2,350,820"
2013,Jimmer Fredette,"$2,339,040"
2013,Xavier Henry,"$2,323,200"
2013,Earl Watson,"$2,300,000"
2013,Omri Casspi,"$2,277,306"
2013,Anthony Parker,"$2,250,000"
2013,Ben Wallace,"$2,246,400"
2013,DeShawn Stevenson,"$2,240,450"
2013,Austin Rivers,"$2,238,360"
2013,Rodrigue Beaubois,"$2,227,333"
2013,C.J. Miles,"$2,225,000"
2013,Klay Thompson,"$2,222,160"
2013,Ed Davis,"$2,207,040"
2013,Rudy Fernandez,"$2,180,443"
2013,Meyers Leonard,"$2,126,520"
2013,Jeremy Lamb,"$2,111,160"
2013,Alec Burks,"$2,111,160"
2013,Elton Brand,"$2,100,500"
2013,Patrick Patterson,"$2,096,760"
2013,Markieff Morris,"$2,091,840"
2013,Dante Cunningham,"$2,090,000"
2013,Wayne Ellington,"$2,083,042"
2013,Toney Douglas,"$2,067,880"
2013,Anthony Johnson,"$2,062,800"
2013,Brent Barry,"$2,062,800"
2013,Brendan Haywood,"$2,050,000"
2013,Eric Maynor,"$2,016,000"
2013,Kendall Marshall,"$2,005,560"
2013,Larry Sanders,"$1,991,760"
2013,Rasho Nesterovic,"$1,990,000"
2013,Marcus Morris,"$1,987,320"
2013,Grant Hill,"$1,975,000"
2013,Marco Belinelli,"$1,957,000"
2013,Darren Collison,"$1,900,000"
2013,Luke Babbitt,"$1,892,280"
2013,John Henson,"$1,823,280"
2013,Dikembe Mutombo,"$1,823,280"
2013,Kawhi Leonard,"$1,809,840"
2013,Maurice Harkless,"$1,809,840"
2013,Jeremy Evans,"$1,794,872"
2013,Nikola Vucevic,"$1,793,520"
2013,Donte Greene,"$1,679,914"
2013,Chris Andersen,"$1,679,408"
2013,Renaldo Balkman,"$1,675,000"
2013,Anthony Randolph,"$1,674,641"
2013,Royce White,"$1,645,440"
2013,Iman Shumpert,"$1,633,440"
2013,Avery Bradley,"$1,630,800"
2013,Reggie Evans,"$1,622,617"
2013,Chris Singleton,"$1,618,680"
2013,Sebastian Telfair,"$1,567,500"
2013,Tyler Zeller,"$1,563,120"
2013,Jodie Meeks,"$1,550,000"
2013,Tobias Harris,"$1,545,840"
2013,Jeff Ayres,"$1,500,000"
2013,Greg Oden,"$1,500,000"
2013,John Lucas III,"$1,500,000"
2013,Slava Kravtsov,"$1,500,000"
2013,Gustavo Ayon,"$1,500,000"
2013,Terrence Jones,"$1,485,000"
2013,Andrew Nicholson,"$1,482,000"
2013,Jared Jeffries,"$1,475,106"
2013,Alexis Ajinca,"$1,467,840"
2013,Elliot Williams,"$1,442,880"
2013,Tony Snell,"$1,409,040"
2013,Craig Brackins,"$1,404,960"
2013,Nando De Colo,"$1,400,000"
2013,Zydrunas Ilgauskas,"$1,399,507"
2013,Willie Green,"$1,399,507"
2013,Rashard Lewis,"$1,399,507"
2013,Nolan Smith,"$1,365,720"
2013,Evan Fournier,"$1,361,400"
2013,Donatas Motiejunas,"$1,361,400"
2013,Jamaal Tinsley,"$1,352,181"
2013,Kurt Thomas,"$1,352,181"
2013,Roko-Leni Ukic,"$1,350,000"
2013,Kenneth Faried,"$1,311,240"
2013,Jared Sullinger,"$1,306,920"
2013,Hamed Haddadi,"$1,300,000"
2013,Victor Claver,"$1,300,000"
2013,Dominique Jones,"$1,276,560"
2013,Reggie Jackson,"$1,260,360"
2013,Fab Melo,"$1,254,720"
2013,Quincy Pondexter,"$1,234,320"
2013,Sasha Pavlovic,"$1,232,713"
2013,John Jenkins,"$1,204,560"
2013,Hasheem Thabeet,"$1,200,000"
2013,Jordan Crawford,"$1,198,680"
2013,Greivis Vasquez,"$1,191,240"
2013,Christian Eyenga,"$1,174,080"
2013,MarShon Brooks,"$1,160,040"
2013,Jared Cunningham,"$1,156,320"
2013,Reggie Bullock,"$1,149,000"
2013,Ronnie Price,"$1,146,337"
2013,Norris Cole,"$1,129,200"
2013,Jordan Hamilton,"$1,121,520"
2013,Jimmy Butler,"$1,112,880"
2013,Andre Roberson,"$1,110,840"
2013,Tony Wroten,"$1,110,120"
2013,Stephen Graham,"$1,106,941"
2013,Joey Graham,"$1,106,941"
2013,JaJuan Johnson,"$1,089,240"
2013,Patty Mills,"$1,085,120"
2013,Perry Jones,"$1,082,520"
2013,Cory Joseph,"$1,074,720"
2013,Marquis Teague,"$1,074,720"
2013,Miles Plumlee,"$1,073,280"
2013,Alando Tucker,"$1,071,720"
2013,Von Wafer,"$1,069,509"
2013,Kelenna Azubuike,"$1,069,509"
2013,Luke Harangody,"$1,054,389"
2013,DeJuan Blair,"$1,054,000"
2013,Arnett Moultrie,"$1,042,320"
2013,Quinton Ross,"$1,033,342"
2013,Jawad Williams,"$1,029,389"
2013,Festus Ezeli,"$1,020,960"
2013,Kyle Singler,"$1,000,000"
2013,Jon Brockman,"$1,000,000"
2013,Brandan Wright,"$992,680"
2013,C.J. Watson,"$992,680"
2013,Ivan Johnson,"$962,195"
2013,Daniel Orton,"$916,099"
2013,Jeff Adrien,"$916,099"
2013,Ish Smith,"$910,941"
2013,Chandler Parsons,"$888,250"
2013,Henry Walker,"$885,120"
2013,DeMarre Carroll,"$885,120"
2013,Pops Mensah-Bonsu,"$885,120"
2013,Salim Stoudamire,"$884,881"
2013,Ryan Hollins,"$884,293"
2013,Garrett Temple,"$884,293"
2013,Malcolm Lee,"$884,293"
2013,Nazr Mohammed,"$884,293"
2013,Patrick Ewing Jr.,"$884,293"
2013,Lance Stephenson,"$870,000"
2013,Quincy Douby,"$855,189"
2013,Marcus Haislip,"$855,189"
2013,Mouhamed Sene,"$855,189"
2013,Anthony Roberson,"$855,189"
2013,Luther Head,"$854,389"
2013,Kenny Thomas,"$854,389"
2013,Luke Jackson,"$854,389"
2013,Darius Miles,"$854,389"
2013,Javaris Crittenton,"$854,389"
2013,Damien Wilkins,"$854,389"
2013,Mike Harris,"$854,389"
2013,Royal Ivey,"$854,389"
2013,Coby Karl,"$854,389"
2013,Delonte West,"$854,389"
2013,Dexter Pittman,"$854,389"
2013,Draymond Green,"$850,000"
2013,Troy Murphy,"$839,312"
2014,Kobe Bryant,"$30,453,805"
2014,Dirk Nowitzki,"$22,721,381"
2014,Amar'e Stoudemire,"$21,679,893"
2014,Joe Johnson,"$21,466,718"
2014,Carmelo Anthony,"$21,388,953"
2014,Dwight Howard,"$20,513,178"
2014,Pau Gasol,"$19,285,850"
2014,Chris Bosh,"$19,067,500"
2014,LeBron James,"$19,067,500"
2014,Dwyane Wade,"$18,673,000"
2014,Chris Paul,"$18,668,431"
2014,Deron Williams,"$18,466,130"
2014,Zach Randolph,"$18,238,333"
2014,Rudy Gay,"$17,888,932"
2014,Kevin Durant,"$17,832,627"
2014,Derrick Rose,"$17,632,688"
2014,Blake Griffin,"$16,441,500"
2014,Paul Pierce,"$15,333,334"
2014,Carlos Boozer,"$15,300,000"
2014,LaMarcus Aldridge,"$14,878,000"
2014,Marc Gasol,"$14,860,523"
2014,Russell Westbrook,"$14,693,906"
2014,Kevin Love,"$14,693,906"
2014,Emeka Okafor,"$14,487,500"
2014,Eric Gordon,"$14,283,844"
2014,Roy Hibbert,"$14,283,844"
2014,Luol Deng,"$14,275,000"
2014,Tyson Chandler,"$14,100,538"
2014,Andrew Bogut,"$14,000,000"
2014,David Lee,"$13,878,000"
2014,James Harden,"$13,701,250"
2014,Al Jefferson,"$13,500,000"
2014,Josh Smith,"$13,500,000"
2014,Nene Hilario,"$13,000,000"
2014,Andre Iguodala,"$12,868,632"
2014,Tony Parker,"$12,500,000"
2014,Kevin Garnett,"$12,433,735"
2014,Serge Ibaka,"$12,350,000"
2014,Nikola Pekovic,"$12,100,000"
2014,David West,"$12,000,000"
2014,Kris Humphries,"$12,000,000"
2014,Rajon Rondo,"$11,954,545"
2014,Andrea Bargnani,"$11,862,500"
2014,Tyreke Evans,"$11,796,247"
2014,Nicolas Batum,"$11,295,250"
2014,Joakim Noah,"$11,100,000"
2014,Richard Jefferson,"$11,046,000"
2014,DeAndre Jordan,"$10,986,550"
2014,Ty Lawson,"$10,786,517"
2014,JaVale McGee,"$10,750,000"
2014,Tim Duncan,"$10,361,446"
2014,Danilo Gallinari,"$10,146,925"
2014,Gerald Wallace,"$10,105,855"
2014,Tiago Splitter,"$10,000,000"
2014,Stephen Curry,"$9,887,642"
2014,Jrue Holiday,"$9,713,484"
2014,DeMar DeRozan,"$9,500,000"
2014,Paul Millsap,"$9,500,000"
2014,Shawn Marion,"$9,316,796"
2014,Steve Nash,"$9,300,500"
2014,Anderson Varejao,"$9,036,364"
2014,Thaddeus Young,"$8,850,000"
2014,Kendrick Perkins,"$8,727,437"
2014,Jeff Green,"$8,700,000"
2014,Mike Conley,"$8,600,001"
2014,Charlie Villanueva,"$8,580,000"
2014,Rodney Stuckey,"$8,500,000"
2014,Jeremy Lin,"$8,374,646"
2014,Omer Asik,"$8,374,646"
2014,Ryan Anderson,"$8,308,500"
2014,Marcus Thornton,"$8,050,000"
2014,Monta Ellis,"$8,000,000"
2014,George Hill,"$8,000,000"
2014,Jeff Teague,"$8,000,000"
2014,Ersan Ilyasova,"$7,900,000"
2014,Marcin Gortat,"$7,727,280"
2014,Trevor Ariza,"$7,727,280"
2014,Brandon Jennings,"$7,655,503"
2014,John Salmons,"$7,583,000"
2014,Taj Gibson,"$7,550,000"
2014,Marvin Williams,"$7,500,000"
2014,Goran Dragic,"$7,500,000"
2014,John Wall,"$7,459,925"
2014,Tayshaun Prince,"$7,235,955"
2014,Wesley Matthews,"$6,875,480"
2014,Jose Calderon,"$6,791,570"
2014,Kyle Korver,"$6,760,563"
2014,Evan Turner,"$6,679,867"
2014,Kevin Martin,"$6,500,000"
2014,Carl Landry,"$6,500,000"
2014,Amir Johnson,"$6,500,000"
2014,Brandon Bass,"$6,450,000"
2014,Channing Frye,"$6,400,000"
2014,Wilson Chandler,"$6,344,164"
2014,Jarrett Jack,"$6,300,000"
2014,Landry Fields,"$6,250,000"
2014,Kyle Lowry,"$6,210,000"
2014,Jason Richardson,"$6,204,250"
2014,Derrick Favors,"$6,008,196"
2014,Gerald Henderson,"$6,000,000"
2014,Robin Lopez,"$5,904,261"
2014,Chuck Hayes,"$5,722,500"
2014,Jason Thompson,"$5,643,750"
2014,Jason Terry,"$5,625,313"
2014,Kyrie Irving,"$5,607,240"
2014,J.R. Smith,"$5,565,000"
2014,Anthony Davis,"$5,375,760"
2014,Anthony Bennett,"$5,324,280"
2014,Jamal Crawford,"$5,225,000"
2014,Courtney Lee,"$5,225,000"
2014,Louis Williams,"$5,225,000"
2014,Zaza Pachulia,"$5,200,000"
2014,JJ Hickson,"$5,150,000"
2014,Martell Webster,"$5,150,000"
2014,Keith Bogans,"$5,058,198"
2014,Derrick Williams,"$5,016,960"
2014,Andre Miller,"$5,000,000"
2014,Ramon Sessions,"$5,000,000"
2014,Brandan Wright,"$5,000,000"
2014,Corey Brewer,"$5,000,000"
2014,DeMarcus Cousins,"$4,916,974"
2014,Michael Kidd-Gilchrist,"$4,809,840"
2014,Victor Oladipo,"$4,763,760"
2014,Boris Diaw,"$4,702,500"
2014,J.J. Barea,"$4,687,000"
2014,Luc Mbah a Moute,"$4,588,384"
2014,Luis Scola,"$4,508,504"
2014,Enes Kanter,"$4,505,280"
2014,Jonas Jerebko,"$4,500,000"
2014,Tony Allen,"$4,494,383"
2014,Ekpe Udoh,"$4,469,548"
2014,Luke Ridnour,"$4,420,000"
2014,Timofey Mozgov,"$4,400,000"
2014,Udonis Haslem,"$4,340,000"
2014,Bradley Beal,"$4,319,280"
2014,Otto Porter Jr.,"$4,278,000"
2014,Jared Dudley,"$4,250,000"
2014,Greg Monroe,"$4,086,454"
2014,Tristan Thompson,"$4,062,000"
2014,Kirk Hinrich,"$4,059,000"
2014,Ian Mahinmi,"$4,000,000"
2014,Mario Chalmers,"$4,000,000"
2014,Brandon Rush,"$4,000,000"
2014,Steve Blake,"$4,000,000"
2014,Matt Bonner,"$3,945,000"
2014,Thabo Sefolosha,"$3,900,000"
2014,Dion Waiters,"$3,894,240"
2014,Cody Zeller,"$3,857,040"
2014,Joel Anthony,"$3,800,000"
2014,Danny Green,"$3,762,500"
2014,Steve Novak,"$3,750,000"
2014,Al-Farouq Aminu,"$3,749,602"
2014,Samuel Dalembert,"$3,700,748"
2014,Ricky Rubio,"$3,678,358"
2014,Raymond Felton,"$3,637,073"
2014,Jonas Valanciunas,"$3,526,440"
2014,Thomas Robinson,"$3,526,440"
2014,Marreese Speights,"$3,500,000"
2014,Jordan Hill,"$3,500,000"
2014,Gerald Green,"$3,500,000"
2014,Alex Len,"$3,492,720"
2014,Gordon Hayward,"$3,452,183"
2014,Jan Vesely,"$3,340,920"
2014,Paul George,"$3,282,003"
2014,Shane Battier,"$3,270,000"
2014,Carlos Delfino,"$3,250,000"
2014,Matt Barnes,"$3,250,000"
2014,Alonzo Gee,"$3,250,000"
2014,Gary Neal,"$3,250,000"
2014,Darrell Arthur,"$3,231,683"
2014,Mirza Teletovic,"$3,229,050"
2014,Ray Allen,"$3,229,050"
2014,Damian Lillard,"$3,202,920"
2014,Tyler Hansbrough,"$3,183,000"
2014,Chris Kaman,"$3,183,000"
2014,Mike Dunleavy,"$3,183,000"
2014,Vince Carter,"$3,180,000"
2014,Nerlens Noel,"$3,172,320"
2014,Ed Davis,"$3,153,860"
2014,Alexey Shved,"$3,150,000"
2014,Jerryd Bayless,"$3,135,000"
2014,Patrick Patterson,"$3,105,302"
2014,Lavoy Allen,"$3,060,000"
2014,Larry Sanders,"$3,053,368"
2014,Bismack Biyombo,"$3,049,920"
2014,Dorell Wright,"$3,000,000"
2014,Randy Foye,"$3,000,000"
2014,Kosta Koufos,"$3,000,000"
2014,Chris Copeland,"$3,000,000"
2014,Harrison Barnes,"$2,923,920"
2014,Joel Freeland,"$2,897,976"
2014,Ben McLemore,"$2,895,960"
2014,Brandon Knight,"$2,793,960"
2014,Will Bynum,"$2,790,343"
2014,Kevin Seraphin,"$2,761,114"
2014,Marco Belinelli,"$2,750,000"
2014,Aaron Gray,"$2,690,875"
2014,Terrence Ross,"$2,678,640"
2014,Kentavious Caldwell-Pope,"$2,653,080"
2014,Wayne Ellington,"$2,652,000"
2014,Mo Williams,"$2,652,000"
2014,Eric Bledsoe,"$2,626,474"
2014,Nick Collison,"$2,585,668"
2014,Kemba Walker,"$2,568,360"
2014,DeMarre Carroll,"$2,557,545"
2014,Avery Bradley,"$2,511,432"
2014,Jason Smith,"$2,500,000"
2014,Chauncey Billups,"$2,500,000"
2014,Andre Drummond,"$2,465,400"
2014,Trey Burke,"$2,438,760"
2014,Trevor Booker,"$2,350,820"
2014,Austin Rivers,"$2,339,040"
2014,Klay Thompson,"$2,317,920"
2014,C.J. McCollum,"$2,316,720"
2014,Quincy Pondexter,"$2,225,479"
2014,C.J. Miles,"$2,225,000"
2014,Meyers Leonard,"$2,222,160"
2014,Alec Burks,"$2,202,000"
2014,Michael Carter-Williams,"$2,200,920"
2014,Dante Cunningham,"$2,180,000"
2014,Jordan Crawford,"$2,162,419"
2014,Greivis Vasquez,"$2,150,188"
2014,Jeremy Lamb,"$2,111,160"
2014,Markieff Morris,"$2,091,840"
2014,Steven Adams,"$2,090,880"
2014,Brendan Haywood,"$2,050,000"
2014,C.J. Watson,"$2,016,000"
2014,Nate Robinson,"$2,016,000"
2014,Jermaine O'Neal,"$2,000,000"
2014,Vitor Faverani,"$2,000,000"
2014,Marcus Morris,"$1,987,320"
2014,Kelly Olynyk,"$1,986,360"
2014,John Henson,"$1,905,360"
2014,Darren Collison,"$1,900,000"
2014,Kawhi Leonard,"$1,887,840"
2014,Shabazz Muhammad,"$1,887,120"
2014,Maurice Harkless,"$1,809,840"
2014,Nikola Vucevic,"$1,793,520"
2014,Giannis Antetokounmpo,"$1,792,560"
2014,Jeff Ayres,"$1,750,000"
2014,Anthony Randolph,"$1,750,000"
2014,Luigi Datome,"$1,750,000"
2014,Iman Shumpert,"$1,703,760"
2014,Reggie Evans,"$1,695,635"
2014,Jeremy Evans,"$1,660,257"
2014,Tyler Zeller,"$1,633,440"
2014,Chris Singleton,"$1,618,680"
2014,Toney Douglas,"$1,600,000"
2014,John Lucas III,"$1,600,000"
2014,Pablo Prigioni,"$1,591,350"
2014,Terrence Jones,"$1,551,840"
2014,Jodie Meeks,"$1,550,000"
2014,Tobias Harris,"$1,545,840"
2014,Shane Larkin,"$1,536,960"
2014,Ronny Turiaf,"$1,500,000"
2014,Miroslav Raduljica,"$1,500,000"
2014,James Jones,"$1,500,000"
2014,Gustavo Ayon,"$1,500,000"
2014,Andrew Nicholson,"$1,482,000"
2014,Sergey Karasev,"$1,467,840"
2014,Nando De Colo,"$1,463,000"
2014,Evan Fournier,"$1,422,720"
2014,Donatas Motiejunas,"$1,422,720"
2014,Tony Snell,"$1,409,040"
2014,Willie Green,"$1,399,507"
2014,Rashard Lewis,"$1,399,507"
2014,Chris Andersen,"$1,399,507"
2014,Scotty Hopson,"$1,388,400"
2014,Andray Blatche,"$1,375,604"
2014,Kenneth Faried,"$1,367,640"
2014,Jared Sullinger,"$1,365,720"
2014,Gorgui Dieng,"$1,352,640"
2014,Dennis Schroder,"$1,348,200"
2014,Victor Claver,"$1,330,000"
2014,Mason Plumlee,"$1,298,640"
2014,Francisco Garcia,"$1,265,977"
2014,Reggie Jackson,"$1,260,360"
2014,John Jenkins,"$1,258,800"
2014,Solomon Hill,"$1,246,680"
2014,MarShon Brooks,"$1,210,080"
2014,Hasheem Thabeet,"$1,200,000"
2014,Pero Antic,"$1,200,000"
2014,Tim Hardaway Jr.,"$1,196,760"
2014,Jordan Hamilton,"$1,169,880"
2014,Tony Wroten,"$1,160,040"
2014,Reggie Bullock,"$1,149,000"
2014,Patty Mills,"$1,133,950"
2014,Norris Cole,"$1,129,200"
2014,Miles Plumlee,"$1,121,520"
2014,Cory Joseph,"$1,120,920"
2014,Jimmy Butler,"$1,112,880"
2014,Nick Young,"$1,106,942"
2014,Arnett Moultrie,"$1,089,240"
2014,Perry Jones,"$1,082,520"
2014,Rudy Gobert,"$1,078,800"
2014,Marquis Teague,"$1,074,720"
2014,Festus Ezeli,"$1,066,920"
2014,Archie Goodwin,"$1,064,400"
2014,Nemanja Nedovic,"$1,056,720"
2014,Kyle Singler,"$1,045,000"
2014,Anthony Morrow,"$1,027,424"
2014,Lance Stephenson,"$1,005,000"
2014,Andrew Bynum,"$1,000,000"
2014,Ish Smith,"$951,463"
2014,Alan Anderson,"$947,907"
2014,Byron Mullens,"$947,907"
2014,Austin Daye,"$947,907"
2014,Omri Casspi,"$947,907"
2014,Chandler Parsons,"$926,500"
2014,Jeff Adrien,"$916,099"
2014,Jon Leuer,"$900,000"
2014,Wesley Johnson,"$884,293"
2014,Josh Harrellson,"$884,293"
2014,Jannero Pargo,"$884,293"
2014,P.J. Tucker,"$884,293"
2014,Shelvin Mack,"$884,293"
2014,DeJuan Blair,"$884,293"
2014,Isaiah Thomas,"$884,293"
2014,Draymond Green,"$875,500"
2014,Allen Crabbe,"$825,000"
2014,Elliot Williams,"$797,545"
2014,Quincy Miller,"$788,872"
2014,Brian Roberts,"$788,872"
2014,Jeffery Taylor,"$788,872"
2014,Henry Sims,"$788,872"
2014,Mike Scott,"$788,872"
2014,Kent Bazemore,"$788,872"
2014,Andre Roberson,"$740,560"
2014,Diante Garrett,"$719,266"
2014,Malcolm Thomas,"$702,233"
2014,Dwight Buycks,"$700,000"
2014,Hilton Armstrong,"$660,619"
2014,Chris Douglas-Roberts,"$660,619"
2014,D.J. Augustin,"$650,215"
2014,Alexis Ajinca,"$635,880"
2014,James Johnson,"$634,610"
2014,Isaiah Canaan,"$570,515"
2014,Jeremy Tyler,"$556,584"
2014,Kendall Marshall,"$547,570"
2014,Ricky Ledo,"$544,000"
2014,Jamaal Franklin,"$535,000"
2014,Ray McCallum,"$524,616"
2014,Carrick Felix,"$510,000"
2014,Tony Mitchell,"$500,000"
2014,Nate Wolters,"$500,000"
2014,Ognjen Kuzmic,"$490,180"
2014,Brandon Davies,"$490,180"
2014,Matthew Dellavedova,"$490,180"
2014,Glen Rice Jr.,"$490,180"
2014,Nick Calathes,"$490,180"
2014,Jeff Withey,"$490,180"
2014,James Southerland,"$490,180"
2014,Ryan Kelly,"$490,180"
2014,Hollis Thompson,"$473,604"
2014,Hedo Turkoglu,"$473,357"
2014,Leandro Barbosa,"$410,936"
2014,Luke Babbitt,"$387,995"
2014,Chris Johnson,"$320,189"
2014,Shavlik Randolph,"$306,037"
2014,Dewayne Dedmon,"$300,000"
2014,Jason Collins,"$275,691"
2014,Danny Granger,"$249,683"
2014,Caron Butler,"$244,489"
2014,Jimmer Fredette,"$239,279"
2014,Shannon Brown,"$188,438"
2014,Jarvis Varnado,"$171,696"
2014,Troy Daniels,"$158,588"
2014,Mike Muscala,"$138,404"
2014,Cartier Martin,"$104,034"
2014,D.J. White,"$104,028"
2014,Justin Hamilton,"$98,036"
2014,Chris Babb,"$77,852"
2014,Ronnie Brewer,"$69,792"
2014,Damion James,"$68,902"
2014,Mike James,"$57,627"
2014,Jorge Gutierrez,"$54,785"
2014,Drew Gooden,"$52,017"
2014,Othyus Jeffers,"$52,017"
2014,Lou Amundson,"$48,854"
2014,Jared Cunningham,"$46,404"
2014,Melvin Ely,"$29,788"
2014,Greg Smith,"$15,605"
2014,Josh Powell,"$13,958"
2014,Chris Wright,"$9,281"
2014,Lamar Odom,"$8,232"
2015,Kobe Bryant,"$23,500,000"
2015,Joe Johnson,"$23,180,790"
2015,Carmelo Anthony,"$22,458,401"
2015,Dwight Howard,"$21,436,271"
2015,Chris Bosh,"$20,644,400"
2015,LeBron James,"$20,644,400"
2015,Chris Paul,"$20,068,563"
2015,Deron Williams,"$19,754,465"
2015,Rudy Gay,"$19,317,326"
2015,Kevin Durant,"$18,995,624"
2015,Derrick Rose,"$18,862,876"
2015,Blake Griffin,"$17,674,613"
2015,Zach Randolph,"$16,500,000"
2015,LaMarcus Aldridge,"$16,006,000"
2015,Paul George,"$15,937,290"
2015,Marc Gasol,"$15,829,688"
2015,Kevin Love,"$15,719,063"
2015,Russell Westbrook,"$15,719,062"
2015,Brook Lopez,"$15,719,062"
2015,David Lee,"$15,012,000"
2015,Dwyane Wade,"$15,000,000"
2015,Eric Gordon,"$14,898,938"
2015,Roy Hibbert,"$14,898,938"
2015,Tyson Chandler,"$14,846,888"
2015,John Wall,"$14,746,000"
2015,DeMarcus Cousins,"$14,746,000"
2015,James Harden,"$14,728,844"
2015,Chandler Parsons,"$14,700,000"
2015,Al Jefferson,"$13,500,000"
2015,Eric Bledsoe,"$13,000,000"
2015,Nene Hilario,"$13,000,000"
2015,Andrew Bogut,"$12,972,973"
2015,Derrick Favors,"$12,950,000"
2015,Rajon Rondo,"$12,909,090"
2015,Joakim Noah,"$12,700,000"
2015,Tony Parker,"$12,500,000"
2015,Serge Ibaka,"$12,350,000"
2015,Andre Iguodala,"$12,289,544"
2015,Nikola Pekovic,"$12,100,000"
2015,Kyle Lowry,"$12,000,000"
2015,Al Horford,"$12,000,000"
2015,Nicolas Batum,"$11,765,500"
2015,Ty Lawson,"$11,595,506"
2015,Andrea Bargnani,"$11,500,000"
2015,DeAndre Jordan,"$11,440,123"
2015,Tyreke Evans,"$11,265,416"
2015,JaVale McGee,"$11,250,000"
2015,Larry Sanders,"$11,000,000"
2015,Danilo Gallinari,"$10,854,850"
2015,Stephen Curry,"$10,629,213"
2015,Marcin Gortat,"$10,434,782"
2015,Tim Duncan,"$10,361,446"
2015,Gerald Wallace,"$10,105,855"
2015,DeMar DeRozan,"$10,100,000"
2015,Jrue Holiday,"$9,904,495"
2015,Luol Deng,"$9,714,461"
2015,Anderson Varejao,"$9,704,545"
2015,Steve Nash,"$9,701,000"
2015,Paul Millsap,"$9,500,000"
2015,Thaddeus Young,"$9,410,869"
2015,Tiago Splitter,"$9,250,000"
2015,Jeff Green,"$9,200,000"
2015,Lance Stephenson,"$9,000,000"
2015,Jordan Hill,"$9,000,000"
2015,Mike Conley,"$8,694,216"
2015,Trevor Ariza,"$8,579,089"
2015,Channing Frye,"$8,579,088"
2015,Marcus Thornton,"$8,575,000"
2015,Ryan Anderson,"$8,491,500"
2015,Jeremy Lin,"$8,374,646"
2015,Omer Asik,"$8,374,646"
2015,Monta Ellis,"$8,360,000"
2015,Brandon Jennings,"$8,000,000"
2015,O.J. Mayo,"$8,000,000"
2015,Jeff Teague,"$8,000,000"
2015,Dirk Nowitzki,"$7,974,482"
2015,Ersan Ilyasova,"$7,900,000"
2015,Tayshaun Prince,"$7,707,865"
2015,Boris Diaw,"$7,500,000"
